qid,passage,original,anon_sent,tech
"35","In addition, According to N Hakamies, “Although material and human resources are significant constraints on agencies, the main challenge is to tackle ideological, managerial and policy barriers, and those related to donor influence.” Finding funding for family planning services continues to prove difficult for NGOs, and as a result they often do not exist or cannot meet the need levels of their constituencies. Reproductive Health funding problems underscore a larger issue with a reliance on NGO services, as can often be seen in IDP situations. The ability to provide services is often reliant on funding from outside sources and its continuation is based not on the needs of those being served, but on what they can find funding to provide. Often an organization's decision to cease operations in a country has more to do with a lack of financial support than the successful completion of their programming. There are certainly other issues with over reliance on NGO services, such as the fact that their services often don't solve the underlying infrastructure issues that will reemerge once the NGO presence is reduced. Many NGOs do not remain in-country for the post-conflict period. In effect, services are provided and once the initial emergency is over, the NGOs are gone and those still displaced must find a health provider somewhere else. This affects a country's capacity to rebuild post-conflict as well as their ability to provide services while the rebuilding effort is underway. Another issue is the added levels of coordination that occur when working with multiple aid groups to ensure healthcare service coverage. NGO involvement in IDP aid is a fact of life, however. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Much of the focus on healthcare provision during emergency and conflict situations revolves around the use of Mobile Health Units (MHUs). Mobile Health Units are, at their most basic, mobile service units that usually provide specific forms of both preventative and curative care. They are generally expensive, however, and the fact that they only provide services intermittently tends to affect when they are appropriate for use. According to Stephane du Mortier and Rudi Coninx, “In situations of armed conflict, the range of PHC services that can be provided is severely restricted. This means that, in any given situation, it is essential to select the priority services among the spectrum of PHC services”. MHUs are limited in the number of services they can provide and the frequency at which they are available to any one community. These considerations must be kept in mind when formulating a plan as to how to use MHUs in any conflict or emergency setting. Du Mortier and Coninx describe their use of MHUs with the International Committee of the Red Cross during the conflict in Columbia in 2005. In this case, the rebel forces refused to allow access to the Ministry of Health in the country to citizens in areas they held.","The critical point is that the Ministry of Health must coordinate among those organizations.","its critical point is that the department of Health must coordinate among those organizations.","LSB"
"138","Students in a Kumon class will not run into a similar problem since these students are only allowed to advance once they meet a requirement of accuracy. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> The main website does not seem necessarily tailored to only Asian students (as is the case for juku schools). There are 6 listed Junior Kumon schools throughout Torrance and Gardena (including the surrounding areas of Carson, Rolling Hills, Manhattan and Redondo Beaches, Palos Verdes, and San Pedro) to which Gardena and Torrance residents can easily drive or bus. There are 5 Kumon schools for older children. In Japan, Juku is primarily an after school learning system that generally begins after the regular school day and ends at about dinner time nearly every weekday and at times during one or both weekend days depending on the juku campus. Japanese school systems consist of a grade 1-6 elementary system, 1-3 for junior high, and 1-3 for high school. Following junior high school education a Japanese student will take an entrance exam through which the scores determine the quality level of high school education and prestige of high school that the student will be accepted to attend. Upon completion of high school the student will take another entrance exam to enter a prestigious university such as the prized Tokyo University. The high school acceptance gives opportunities to be better prepared for the college entrance. And graduation from a prestigious university affects the access to jobs and other resources as well as social factors. In some more recent cases there are even competitive preschools and kindergartens that prepare students for competition of standardized testing and study habits. Because the Japanese school system in Japan is primarily driven by the ability to score high on standardized tests, students who come from Japan as well as their parents and family members who may move to an area like Torrance or Gardena, California, already have a background in how to accurately achieve high scores on standardized exams. This is one much overlooked reason as to why even international students are able to achieve high SAT scores and later MCAT, GRE, etc. scores. An article about juku in the US showed results that the amount of homework given to students who attended juku was completed about 80-90% compared to the amount of take home assignments that the student was required to turn in. When comparing American juku students (studying in US juku) with Japanese juku students (studying in Japanese juku) it was shown that overall the students in Japan still scored higher possibly due to attitudes of learning, social pressures, and academic relevance and realities of juku in US versus juku in Japan. Gains were greater for public school students who attended extracurricular activities. The schools from high SES background areas tended to show higher standardized testing scores. The author insists that improving scores in schools should start at home in which the parent or caretaker should provide opportunity, interest, and help for a student such as encouragement and strong involvement in academic performance.","There is also Kumon for preschoolers and kindergarten age students.","There is also Kumon for preschoolers and kindergarten age students.","Orig"
"164"," <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Surprisingly, however, they are still on track to meet 16 of the 19 Millennium Development Goals by 2015. While they are unlikely to meet the reproductive health targets, some of the goals Nepal is on track to meet include under-five and maternal mortality targets and disease-specific goals (halting the spread of HIV and malaria). The question is, how was Nepal able to meet these targets even when dealing with civil conflict and internally displaced people? Devotka and van Teijlingen identify multiple reasons why Nepal was successful even during such trying times. Some of the relevant items with regard to maintaining and strengthening health systems include:Neither side purposely disrupted health systems during the conflict. Though the conflict led to a decrease in service utilization, due to access problems, the rebels overall looked favorably on health services and made no efforts to deny access to citizens during the fighting. The rebels made an effort to ensure health clinics in their area were still sufficiently staffed and supplied. Most clinics in rebel-held areas were sufficiently staffed and had supplies. While many of the clinics were operated without trained health professionals, they still received regular training and supplies. Key actors increased coordination in response to the conflict, while maintaining a low profile. Regular meetings continued between the Ministry of Health (MOH) and community officials. In addition, the international organizations that responded by providing services kept a low profile. The one issue identified here, however, is the lack of clarity coming from the country level to all actors. While provisions were made for free care to poor citizens, criteria as to who qualified was not laid out to clinics. Similarly, communication between the MOH and international organizations was not identified as a strength of the program. Public health and more traditional service providers also increased their efforts during the conflict. In addition, community clinics were handed over to the communities to manage, as the federal government did not have adequate resources to manage them during the conflict. Programming for the elderly and indigent was increased, and many traditional female “attendants” saw their role increased. GDP in the country continued to rise during the extended conflict, and infrastructure improvements likely also contributed. These factors likely helped the country stay on track for the MDGs. The infrastructure improvements (roads and electricity) likely improved access for many citizens. There are clear lessons for developing a health systems strengthening approach in other conflict situations here. Namely, commitment from both sides of the conflict to not disrupting the health provision infrastructure in the country is key. Ensuring clinics still run and funds are in place can help to minimize the effects of access and migration. In addition, the government must be able to hand off some of the management to provincial or community levels, especially in rebel-held zones where they have limited access. So what are the takeaways from the Nepal case study?","Nepal was embroiled in a bloody civil war from 1996 until 2006.","Nepal was embroiled in a bloody civil war from 1996 until 2006.","Orig"
"211","Throughout the time she was writing the text, she was healing sickness and teaching others how to heal through her method. Originally, she wanted healers to stay within their own Christian denominations and heal sickness with her method. But, she discovered that her ideas and healing methods were modified too radically by others and she felt that it was important to consolidate into one group and by 1879 she founded this church and a teaching college that was chartered in the State of Massachusetts. One interesting note, there is no established clergy, but rather members who take turns presenting and overseeing events. The Christian Science Church is well known for their reading rooms. These rooms are open to the public and house scriptural references, Christian Science Journals and magazines as well as Bibles and other study materials. One Saturday, I met with Barbara H. at the Christian Science Reading Room at 10 West 68th Street in Manhattan. The interior had two levels, the street level being where the church was located and the lower level housing the reading room. Immediately it reminded me of all churches – dark lighting, the smell of old books, wood and brass fixtures, and religious pastoral scene prints and sayings in frames on the walls. For some reason, I had envisioned it in my mind as more modern and less like the Lutheran Church I had gone to in Ohio in my youth. Barbara asked me questions at first and when she found out I was studying science at school, she asked me if I had seen the movie “What the Bleep do we Know.”  She also brought up how in Physics, especially in Quantum Physics, scientists are beginning to question what matter is and the scientist’s role when dealing with this concept. We began to discuss what matter was in terms of Christian Science practice. According to Christian Science, matter is not real. The only thing that is real is God. God is also referred to as “Mind” or “Spirit.”  Matter therefore is a reflection. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Since God is perfect, this reflection, which is matter, has to be perfect. If matter is not perfect, it is a human’s mind (not to be confused with “Mind” which is God,) which is incorrectly perceiving this reflection. To be healed of disease, first a person must believe that matter is not real and therefore diseases do not exist. In a sense, they are a figment of a person’s imagination. “Maintain the facts of Christian Science, - that Spirit is God, and therefore cannot be sick; that what is termed matter cannot be sick; that all causation is Mind, acting through spiritual law.” (Science and Health p. 417)Since some diseases could be viewed as psychosomatic or a chemical imbalance, I wanted a question about an ailment that would be one or the other. I asked Barbara about broken bones.","What matter is a reflection of is, is God.","What matter is a reflection of is, is God.","Orig"
"q_3","Nepal was embroiled in a bloody civil war from 1996 until 2006. Surprisingly, however, they are still on track to meet 16 of the 19 Millennium Development Goals by 2015. While they are unlikely to meet the reproductive health targets, some of the goals Nepal is on track to meet include under-five and maternal mortality targets and disease-specific goals (halting the spread of HIV and malaria). The question is, how was Nepal able to meet these targets even when dealing with civil conflict and internally displaced people? Devotka and van Teijlingen identify multiple reasons why Nepal was successful even during such trying times. Some of the relevant items with regard to maintaining and strengthening health systems include:Neither side purposely disrupted health systems during the conflict. Though the conflict led to a decrease in service utilization, due to access problems, the rebels overall looked favorably on health services and made no efforts to deny access to citizens during the fighting. The rebels made an effort to ensure health clinics in their area were still sufficiently staffed and supplied. Most clinics in rebel-held areas were sufficiently staffed and had supplies. While many of the clinics were operated without trained health professionals, they still received regular training and supplies. Key actors increased coordination in response to the conflict, while maintaining a low profile. Regular meetings continued between the Ministry of Health (MOH) and community officials. In addition, the international organizations that responded by providing services kept a low profile. The one issue identified here, however, is the lack of clarity coming from the country level to all actors. While provisions were made for free care to poor citizens, criteria as to who qualified was not laid out to clinics. Similarly, communication between the MOH and international organizations was not identified as a strength of the program. Public health and more traditional service providers also increased their efforts during the conflict. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Programming for the elderly and indigent was increased, and many traditional female “attendants” saw their role increased. GDP in the country continued to rise during the extended conflict, and infrastructure improvements likely also contributed. These factors likely helped the country stay on track for the MDGs. The infrastructure improvements (roads and electricity) likely improved access for many citizens. There are clear lessons for developing a health systems strengthening approach in other conflict situations here. Namely, commitment from both sides of the conflict to not disrupting the health provision infrastructure in the country is key. Ensuring clinics still run and funds are in place can help to minimize the effects of access and migration. In addition, the government must be able to hand off some of the management to provincial or community levels, especially in rebel-held zones where they have limited access. So what are the takeaways from the Nepal case study?","In addition, community clinics were handed over to the communities to manage, as the federal government did not have adequate resources to manage them during the conflict.","While Yerba Mate has about a third the amount of caffeine as coffee, it tends to make me very alert and focused on whatever the task is I need to complete.","atten"
"159","Further south in the central highlands, the primary commercial crop was cotton, and British and Portuguese cotton plantations displaced the native Ovimbundu. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> The employment of Ovimbundu on land formerly occupied by Bakongo farmers created tensions between the two groups. Furthermore as they were largely employed in lowly paid plantation work, the Ovimbundu occupied the low end of the economic scale, being scorned by both the Bakongo and Mbundu as crude and subservient. The animosity displayed by the other ethnic groups toward the Ovimbundu caused many of them to reject the two dominant nationalist groups, the FNLA and MPLA, during the liberation war, in favor of UNITA, an explicitly Ovimbundu-based organization. The continued fragmentation of its nationalist movements set Angola apart from other Portuguese colonies. In Mozambique Julius Nyerere united the various factions under the banner of FRELIMO, and Amílcar Cabral convinced the assimilados of Cape Verde and the peasants of Guinea-Bissau to unite as PAIGC. In both of these situations, the rebel groups fought successful united campaigns against the Portuguese and were on the verge of victory at the time of independence. By contrast, no single nationalist movement in Angola was able to unite the various rebel factions in the struggle against Portugal for independence, and the three major groups that came to dominate the fourteen-year liberation war often fought each other as much as the Portuguese. The Movimento Popular de Libertação de Angola (Popular Movement for the Liberation of Angola) was initially formed in the late 1950s by a young group of Angolans studying in Lisbon and Paris, including Lúcio Lara, Agostinho Neto, Mário de Andrade, and José Eduardo dos Santos (Neto’s successor and the current president of Angola). Counting urban mestiços and assimilados, in addition to some liberal whites among its ranks, the MPLA was explicitly inclusive and set out to unite Angolans of different ethnic, religious, and regional backgrounds into one independence movement. Many of the founders had been members of the Communist Party of Angola (PCA) and a Marxist class-based ideology was adopted by the movement, partially as a uniting force for a group without a strong ethnic or regional base. Despite this, the MPLA initially struggled to build popular support. Many Angolans were suspicious of the MPLA, which represented the old mestiço and assimilado elite of the coastal cities and had a history of dominating the largely rural populations of the interior. Rival groups like the FNLA highlighted this distrust by publicly condemning the MPLA as out of touch with the peasants that made up 93% of the Angolan population. They further stated that an independent Angola under the MPLA would be dominated by urban mestiços and assimilados, effectively transferring power from one class of colonial masters to another.","Unlike the Bakongo farmers of the north who largely stayed together and settled in Zaire, the Ovimbundu dispersed in all directions, some remained in the area to work the cotton fields, while others migrated north to work on the coffee plantations or south to less populated areas.","Unlike the Bakongo farmers of the north who largely stayed together and settled in Zaire, the Ovimbundu dispersed in all directions, some remained in the region to work the cotton fields, while others migrated north to work on the coffee plantations or south to less populated areas, The employment of Ovimbundu on land formerly occupied by Bakongo farmers created tensions between the two groups.","AStar"
"185","As IDP camps tend to be located in remote, marginal areas, there typically is no easy supply route to avoid stock outs. In Iraq in 2006, for example, only about 30% of clinics reported an adequate supply of essential drugs. A second major issue, and one that has long-term post-conflict implications, is of doctor migration out of the country, also known as the “Brain Drain”. While the “Brain Drain” traditionally occurs due to a lesser-developed country not being able to offer competitive compensation to in-country doctors, conflict can have the same effect. In fact, physician migration has occurred time and time again during unrest in a country. Over half of Cuba's doctors left during the revolution. Zimbabwe lost over two thirds of their physicians in the 1990s. Even in Iraq today, it is estimated that over half of the doctors have left the country, many for Jordan. It should be noted that the doctor loss was most severe in Baghdad, likely due to the intensity of the conflict there. In 2006 alone, 28% of specialists left Baghdad. Other areas of Iraq saw numerous Baghdad doctors relocate to their areas rather than leave the country entirely. Nevertheless, the proportion of doctors who migrated in Iraq is startling. In addition, around 75% of the doctors who have left are expected not to return to Iraq after the conflict is over. In Iraq, the reasons for doctor migration vary, including about 13% who stated they left due to threats of kidnapping or murder. Complicating the “Brain Drain” problem even further is the traditional issue of physician compensation. Even for providers who don't suffer from threats of violence against them, in a place like Iraq today they cannot afford to hold on to the existing doctors. As stated by Agron Ferati in the Brookings Institute's 2009 panel, “Monitoring Health Services among Iraqi Refugees and Internally Displaced Persons,” “Why should I remain in Baghdad as a surgeon, when I can go in Dubai and earn $5,000 salary, while in Baghdad I risk my own life, my family’s lives, for $600 or $700?” This problem only surface in Iraq after the war. This issue is not constrained to only doctors, either. In 2006 it was found that only about 30% of all healthcare staff positions were filled. In a place like Iraq, the “Brain Drain” is a very real issue that threatens long-term health systems stability. Increasing the number of doctors trained in their medical schools is one way to counteract the problem, but in the shorter term, doctor shortage will further contribute to the access issues already facing the country. While everyone in Iraq, even IDPs, have access to healthcare, the quality is sure to suffer, particularly in Baghdad. Another important aspect of health systems in conflict situations is the question of where the financial resources will originate from. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> ","Government support in extended conflicts typically wanes, increasing reliance on NGO and bilateral agency funding for health-sector funding.","State support in widespread conflicts generally disappears, which increases the dependence of NGOs and bilateral agency funding for health funding.","BT"
"133","Nepal was embroiled in a bloody civil war from 1996 until 2006. Surprisingly, however, they are still on track to meet 16 of the 19 Millennium Development Goals by 2015. While they are unlikely to meet the reproductive health targets, some of the goals Nepal is on track to meet include under-five and maternal mortality targets and disease-specific goals (halting the spread of HIV and malaria). The question is, how was Nepal able to meet these targets even when dealing with civil conflict and internally displaced people? Devotka and van Teijlingen identify multiple reasons why Nepal was successful even during such trying times. Some of the relevant items with regard to maintaining and strengthening health systems include:Neither side purposely disrupted health systems during the conflict. Though the conflict led to a decrease in service utilization, due to access problems, the rebels overall looked favorably on health services and made no efforts to deny access to citizens during the fighting. The rebels made an effort to ensure health clinics in their area were still sufficiently staffed and supplied. Most clinics in rebel-held areas were sufficiently staffed and had supplies. While many of the clinics were operated without trained health professionals, they still received regular training and supplies. Key actors increased coordination in response to the conflict, while maintaining a low profile. Regular meetings continued between the Ministry of Health (MOH) and community officials. In addition, the international organizations that responded by providing services kept a low profile. The one issue identified here, however, is the lack of clarity coming from the country level to all actors. While provisions were made for free care to poor citizens, criteria as to who qualified was not laid out to clinics. Similarly, communication between the MOH and international organizations was not identified as a strength of the program. Public health and more traditional service providers also increased their efforts during the conflict. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Programming for the elderly and indigent was increased, and many traditional female “attendants” saw their role increased. GDP in the country continued to rise during the extended conflict, and infrastructure improvements likely also contributed. These factors likely helped the country stay on track for the MDGs. The infrastructure improvements (roads and electricity) likely improved access for many citizens. There are clear lessons for developing a health systems strengthening approach in other conflict situations here. Namely, commitment from both sides of the conflict to not disrupting the health provision infrastructure in the country is key. Ensuring clinics still run and funds are in place can help to minimize the effects of access and migration. In addition, the government must be able to hand off some of the management to provincial or community levels, especially in rebel-held zones where they have limited access. So what are the takeaways from the Nepal case study?","In addition, community clinics were handed over to the communities to manage, as the federal government did not have adequate resources to manage them during the conflict.","In addition, community clinics have been entrusted to the communities to manage them, as the federal government has not enough resources to manage them during the conflict.","BT"
"168"," <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Fidel Castro initially acted unilaterally and without notifying the Soviets on his intentions in Angola. However, Cuban and Soviet collaboration soon led to highly effective assistance to the MPLA, with the Cubans provided tens of thousands of well-trained soldiers and the Soviets technical expertise and military equipment, particularly in the field of heavy artillery and tanks, which were previously absent in the Angolan theater. By the 1980s, a Soviet investment of $5 billion in military hardware helped lead the MPLA to victory in the war. Weapons provided included “T-34 and T-54 tanks, 100mm guns, 120mm multiple rocket launchers, amphibious vehicles, helicopters equipped with 20mm cannon and air-to-ground rockets” as well as MIG-17 and MIG-21 fighter jets. Soviet and Cuban presence continued until the late 80s when global political changes and the end of the Cold War took away many of the incentives of remaining in Angola. Without Cuban and Soviet backing, the MPLA would have never been able to defeat its opponents, who also had the support of foreign superpowers. The initial reasons for United States intervention in Angola were primarily economic. American oil companies were well established there since the discovery of oil in the 1950s, and in order to protect these interests, the US supported the Portuguese during the liberation war. By the time the Portugal was preparing to leave the continent in 1974, the threat of communist takeover by the MPLA with Cuban and Soviet support influenced the US to fund alternative groups to prevent a communist victory. A Soviet friendly nation in southern Africa might tip the balance of power in favor of the communists and set off more leftist revolutions in the region. Since 1961, the US had been supporting Holden Roberto with a modest stipend of $10,000 a year. In the light of the new situation, this sum was increased to $300,000 in 1975, and throughout that year $35 million was spent on arming the FNLA through airbases in friendly Zaire. US involvement was relatively clandestine at this stage, mostly involving the CIA and indirect aid to the FNLA through Zaire. An American population weary from Vietnam was not willing to enter another bloody Third World conflict so far from home. Despite the official backing of the FNLA, many within the US establishment did not agree with the decision to support the FNLA. Two important US officials in Luanda, Robert W. Hultslander, the CIA station chief, and Tom Killoran, the American Consul General, agreed that the MPLA were the most qualified of the groups to govern and sought peaceful relations with Washington. Hultslander further stated that its leaders “were more effective, better educated, better trained, and better motivated”; by contrast the FNLA “was led by corrupt, unprincipled men who represented the very worst of radical black African racism.”","Increasing antagonism with the US meant that Cuba was also looking to foil American plans abroad, and the Angolan crisis was a perfect opportunity for Cuba to use its strong military to embarrass the US.","The increased antagonism against the United States meant that Cuba also sought U.S. plans abroad, and the Angola crisis was a perfect opportunity for Cuba to use its military forces to scare the United States.","BT"
"135","Briefly, the other options you have to further limit what people see about you include disabling Connections Browse, which keeps your connections private, Profile Views, which limits what information people who you have browsed can see, opting out of the Service Provider Directory and the LinkedIn Partner Advertising directory. These settings will limit the number of eyes on your profile but will not limit your ability to use your LinkedIn profile as a resume. You can also use this page to control the unsolicited e-mail you receive by modifying the settings on the Receiving Messages settings page as well as the InMails page. MyID Can Protect Your Privacy Settings and Alert You If They ChangeThe MyID suite of privacy applications can protect your privacy as it monitors dozens of social network privacy settings. MyID can change privacy settings to a more secure setting and help you understand what information is private and public. Protect personal information with the MyID identity theft monitoring solution. If you’d like to make your whole blog private, head to Settings and then Privacy and check the radio button for I would like my blog to be visible only to users I choose. Click Save Changes, and then you can start to add users by their Wordpress username. The Word Press Blog Visibility settings have three options which will allow you to set the level of privacy of your blog. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> The second, more limited, setting blocks search engines from crawling your blog, requiring users to type in your URL directly. Depending on how much personal information you post on your blog, you can choose to change privacy settings to a high level in order to protect your privacy. If you’d like to make a particular post private so that only you or a bunch of people you choose can see it, all you need to do is head to the post editor and click on Visibility in the Publish pane. You can choose to make the post either password protected, in which case you’ll need to supply a password, or private, which means only that you or other blog contributors will be able to see it. Click OK and that will be made effective immediately. By changing privacy settings of your WordPress blog, you can protect your privacy and be sure that only approved users read your content. Maximize Privacy on Social Networks with MyID Any time you post private information to WordPress, MyID will find it and alert you, allowing you to remove it before any search engine has a chance to archive it, maximizing your privacy on social networks. Without resorting to Hollywood stereotypes about hackers, let’s take a look at the demographics, psychology, and goals of your average online computer hacker. The vast majority of hackers are from China or Russia. These nations serve as a breeding ground for criminals of every kind, not just computer criminals.","The default setting allows everyone, including search engines, to access your blog.","The default setting allows everyone, including search engines, to access your tweet.","mutX"
"q_6","The research I read taught me a lot about insomnia. I learned that anxiety and physical tension seem to be the main focuses of the drugs in reducing insomnia or time spent trying to fall asleep. I also learned that economic and cultural factors differ for those with insomnia. And that women have higher rates of insomnia across almost all cultures. As a female, I am at risk for insomnia more than a male would be. In order to reduce the risk of experiencing the symptoms of insomnia, I think that it would be important to focus on my bedroom as a place of sleep. I could possibly study in the dining room, which I do sometimes. This would be one way to reduce the environmental cue of my bedroom as a place of concentration and focus. Studying in a different room would allow for my bedroom to be a place that I could associate with relaxation, which is not always the case. Another thing I could try is to try relaxing and clearing my thoughts before sleeping, such as learning some meditation techniques. I would not want to try using benzodiazepines, I do not really take any pharmaceutical drugs, but I would be willing, perhaps, to attempt to cease consuming any caffeine at an hour later than noon. I usually drink a cup of Yerba Mate tea before I study. And at times I drink about 2 or 3 cups. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> But without it I have a lot of trouble focusing. Overall, I did not learn that my family is at risk, but I was better able to notice that we can sometimes have strange sleeping habits which are most likely related to environmental stressors. Insomnia and Biological and Sociocultural Models Page numbers Ignoring the influence of Asian influenced education on American society is nearly impossible. On the surface, the masses comment on certain Asian student groups (such as Chinese, Japanese, and Korean students) as being smarter than other American ethnic minority populations and as scoring higher or equal to Anglo Americans on standardized tests. As many current ethnic studies courses teach, it is not a nationality or an ethnicity that one is born into that determines grades, study habits, test scores, education levels and job opportunities but it is rather cultural advice and traditions that give rise to how a parent makes use of resources for their child’s education. The educational systems in many Asian countries differ greatly from those in the United States; there are many countries that demand high standardized exam scores from a student in order for graduation and advancement to the next stage of schooling (such as middle school to high school and high school to college). Because of the demands of these school systems, the students are expected to not only score good in classes, but to learn how to take standardized exams very well.","While Yerba Mate has about a third the amount of caffeine as coffee, it tends to make me very alert and focused on whatever the task is I need to complete.","In addition, community clinics were handed over to the communities to manage, as the federal government did not have adequate resources to manage them during the conflict.","atten"
"22","In addition, According to N Hakamies, “Although material and human resources are significant constraints on agencies, the main challenge is to tackle ideological, managerial and policy barriers, and those related to donor influence.” Finding funding for family planning services continues to prove difficult for NGOs, and as a result they often do not exist or cannot meet the need levels of their constituencies. Reproductive Health funding problems underscore a larger issue with a reliance on NGO services, as can often be seen in IDP situations. The ability to provide services is often reliant on funding from outside sources and its continuation is based not on the needs of those being served, but on what they can find funding to provide. Often an organization's decision to cease operations in a country has more to do with a lack of financial support than the successful completion of their programming. There are certainly other issues with over reliance on NGO services, such as the fact that their services often don't solve the underlying infrastructure issues that will reemerge once the NGO presence is reduced. Many NGOs do not remain in-country for the post-conflict period. In effect, services are provided and once the initial emergency is over, the NGOs are gone and those still displaced must find a health provider somewhere else. This affects a country's capacity to rebuild post-conflict as well as their ability to provide services while the rebuilding effort is underway. Another issue is the added levels of coordination that occur when working with multiple aid groups to ensure healthcare service coverage. NGO involvement in IDP aid is a fact of life, however. The critical point is that the Ministry of Health must coordinate among those organizations. Much of the focus on healthcare provision during emergency and conflict situations revolves around the use of Mobile Health Units (MHUs). Mobile Health Units are, at their most basic, mobile service units that usually provide specific forms of both preventative and curative care. They are generally expensive, however, and the fact that they only provide services intermittently tends to affect when they are appropriate for use. According to Stephane du Mortier and Rudi Coninx, “In situations of armed conflict, the range of PHC services that can be provided is severely restricted. This means that, in any given situation, it is essential to select the priority services among the spectrum of PHC services”. MHUs are limited in the number of services they can provide and the frequency at which they are available to any one community. These considerations must be kept in mind when formulating a plan as to how to use MHUs in any conflict or emergency setting. Du Mortier and Coninx describe their use of MHUs with the International Committee of the Red Cross during the conflict in Columbia in 2005. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> ","In this case, the rebel forces refused to allow access to the Ministry of Health in the country to citizens in areas they held.","In this case, the rebel forces refused to allow access to the Ministry of Health in the country even citizens .","LSB"
"112","Increasing antagonism with the US meant that Cuba was also looking to foil American plans abroad, and the Angolan crisis was a perfect opportunity for Cuba to use its strong military to embarrass the US. Fidel Castro initially acted unilaterally and without notifying the Soviets on his intentions in Angola. However, Cuban and Soviet collaboration soon led to highly effective assistance to the MPLA, with the Cubans provided tens of thousands of well-trained soldiers and the Soviets technical expertise and military equipment, particularly in the field of heavy artillery and tanks, which were previously absent in the Angolan theater. By the 1980s, a Soviet investment of $5 billion in military hardware helped lead the MPLA to victory in the war. Weapons provided included “T-34 and T-54 tanks, 100mm guns, 120mm multiple rocket launchers, amphibious vehicles, helicopters equipped with 20mm cannon and air-to-ground rockets” as well as MIG-17 and MIG-21 fighter jets. Soviet and Cuban presence continued until the late 80s when global political changes and the end of the Cold War took away many of the incentives of remaining in Angola. Without Cuban and Soviet backing, the MPLA would have never been able to defeat its opponents, who also had the support of foreign superpowers. The initial reasons for United States intervention in Angola were primarily economic. American oil companies were well established there since the discovery of oil in the 1950s, and in order to protect these interests, the US supported the Portuguese during the liberation war. By the time the Portugal was preparing to leave the continent in 1974, the threat of communist takeover by the MPLA with Cuban and Soviet support influenced the US to fund alternative groups to prevent a communist victory. <span id='here'><strong><mark> <---- Original Sentence was here ----> </mark></strong></span> Since 1961, the US had been supporting Holden Roberto with a modest stipend of $10,000 a year. In the light of the new situation, this sum was increased to $300,000 in 1975, and throughout that year $35 million was spent on arming the FNLA through airbases in friendly Zaire. US involvement was relatively clandestine at this stage, mostly involving the CIA and indirect aid to the FNLA through Zaire. An American population weary from Vietnam was not willing to enter another bloody Third World conflict so far from home. Despite the official backing of the FNLA, many within the US establishment did not agree with the decision to support the FNLA. Two important US officials in Luanda, Robert W. Hultslander, the CIA station chief, and Tom Killoran, the American Consul General, agreed that the MPLA were the most qualified of the groups to govern and sought peaceful relations with Washington. Hultslander further stated that its leaders “were more effective, better educated, better trained, and better motivated”; by contrast the FNLA “was led by corrupt, unprincipled men who represented the very worst of radical black African racism.”","A Soviet friendly nation in southern Africa might tip the balance of power in favor of the communists and set off more leftist revolutions in the region.","A Soviet friendly nation in southern Africa might tip the balance of power in favor of the communists and set off more leftist revolutions in the region.","Orig"
